year,site,treeID,taxon,fbb,cbb,flf,clf
2021,PTH,18,Elm,91,97,91,107
2021,PTH,2B,Hazel,91,97,91,115
2021,PTH,12,Sycamore,93,115,103,127
2021,PTH,3,Alder,95,127,109,135
2021,STY,1,Willow,91,107,97,115
2021,STY,8,Oak,115,131,125,147
2021,STY,10,Birch,101,131,113,133
2021,STY,7B,Birch,101,131,117,133
2021,STY,9,Willow,117,131,117,143
2021,STY,11,Sycamore,105,127,113,133
2021,STY,2B,Beech,131,139,133,141
2021,STY,18,Birch,99,111,101,135
2021,STY,19,Birch,93,111,101,131
2021,STY,4,Sycamore,107,123,113,133
2021,STY,13,Sycamore,91,111,95,117
2021,STY,5,Sycamore,93,133,105,135
2021,STY,14,Sycamore,91,117,95,123
2021,STY,15,Ash,135,157,147,157
2021,STY,6,Sycamore,111,137,115,147
2021,STY,16,Rowan,93,119,113,131
2021,STY,17,Sycamore,91,131,93,137
2021,BIR,3,Alder,91,135,99,151
2021,BIR,9,Birch,101,119,111,135
2021,BIR,10,Birch,95,119,113,135
2021,BIR,2,Birch,107,137,113,141
2021,BIR,8,Birch,95,111,111,125
2021,BIR,1,Birch,105,131,115,145
2021,BIR,4,Sycamore,95,115,107,127
2021,BIR,11,Oak,129,147,141,153
2021,BIR,5,Sycamore,93,111,97,117
2021,BIR,7,Oak,125,149,133,149
2021,BIR,12,Alder,103,151,115,155
2021,BIR,6,Sycamore,95,111,105,117
2021,BIR,13,Oak,115,131,117,153
2021,BIR,14,Oak,123,149,123,159
2021,BIR,5B,Oak,127,153,133,159
2021,DUN,8,Oak,119,149,131,151
2021,DUN,14,Ash,123,151,145,155
2021,DUN,17,Oak,133,151,145,151
2021,DUN,1B,Beech,119,129,123,139
2021,DUN,9,Sycamore,91,109,93,121
2021,DUN,2,Birch,111,125,111,133
2021,DUN,10,Beech,119,131,125,139
2021,DUN,15,Beech,111,129,111,139
2021,DUN,16,Birch,109,131,113,143
2021,DUN,11,Beech,119,139,133,145
2021,DUN,3,Beech,127,135,133,143
2021,DUN,6B,Beech,129,133,135,139
2021,DUN,7,Birch,95,115,107,131
2021,DUN,5,Sycamore,103,137,111,137
2021,DUN,5B,Beech,113,133,117,137
2021,DUN,4,Beech,119,135,129,143
2021,DUN,12,Beech,119,131,125,137
2021,BLG,17,Elm,107,133,115,143
2021,BLG,6,Elm,113,135,119,145
2021,BLG,7,Oak,127,145,133,147
2021,BLG,16,Hazel,91,99,93,139
2021,BLG,15,Sycamore,119,139,125,145
2021,BLG,5,Elm,91,131,117,147
2021,BLG,8,Birch,99,111,107,119
2021,BLG,14,Rowan,91,99,107,125
2021,BLG,13,Sycamore,91,113,107,131
2021,BLG,4B,Sycamore,103,121,115,133
2021,BLG,9,Oak,119,147,131,151
2021,BLG,3,Silver Birch,103,119,113,131
2021,BLG,2,Sycamore,91,107,93,123
2021,BLG,1,Sycamore,91,113,95,117
2021,BLG,10,Oak,119,149,127,151
2021,BLG,11,Sycamore,109,131,115,135
2021,BLG,18,Sycamore,95,123,107,133
2021,PIT,1,Rowan,99,123,121,137
2021,PIT,17,Oak,127,145,139,151
2021,PIT,18,Oak,119,137,131,151
2021,PIT,4,Birch,115,119,115,129
2021,PIT,5,Oak,123,135,127,151
2021,PIT,6,Oak,133,145,139,153
2021,PIT,7,Oak,135,149,145,155
2021,PIT,8,Hazel,91,111,107,139
2021,PIT,10,Oak,133,145,137,153
2021,PIT,9,Hazel,93,115,109,137
2021,PIT,12,Oak,133,149,139,155
2021,PIT,11,Oak,131,139,133,151
2021,PIT,13,Oak,129,139,135,151
2021,PIT,14,Oak,131,147,135,151
2021,PIT,15,Oak,135,147,143,151
2021,PIT,16,Oak,139,151,147,157
2021,KCK,1,Hazel,93,93,93,113
2021,KCK,9,Beech,131,137,131,141
2021,KCK,10,Beech,113,123,121,133
2021,KCK,18,Beech,115,125,123,133
2021,KCK,11,Beech,131,135,133,141
2021,KCK,19,Beech,127,133,131,139
2021,KCK,7,Oak,139,151,149,157
2021,KCK,4,Beech,115,131,123,139
2021,KCK,12,Beech,115,133,121,137
2021,KCK,20,Beech,119,129,127,135
2021,KCK,13,Beech,117,135,125,137
2021,KCK,6,Sycamore,93,127,93,129
2021,KCK,8,Birch,95,119,117,135
2021,KCK,14,Beech,123,137,131,143
2021,KCK,15,Birch,103,127,113,133
2021,KCK,16,Beech,119,135,133,145
2021,KCK,17,Sycamore,103,145,109,149
2021,KCZ,16,Oak,131,143,137,151
2021,KCZ,15,Birch,101,119,119,133
2021,KCZ,1,Oak,133,151,139,157
2021,KCZ,14,Oak,137,151,143,157
2021,KCZ,7,Oak,139,151,143,157
2021,KCZ,13,Oak,135,151,139,157
2021,KCZ,2,Birch,109,123,119,137
2021,KCZ,3,Oak,131,141,137,157
2021,KCZ,12,Oak,139,151,141,155
2021,KCZ,11,Hazel,91,101,99,133
2021,KCZ,4,Oak,133,151,137,155
2021,KCZ,10,Oak,123,139,133,151
2021,KCZ,5,Oak,131,149,137,151
2021,KCZ,6,Oak,131,135,135,151
2021,KCZ,8,Beech,115,129,121,137
2021,KCZ,9B,Beech,131,135,135,141
2021,BLA,9,Ash,143,157,151,159
2021,BLA,8,Birch,123,137,133,149
2021,BLA,1,Birch,119,133,125,141
2021,BLA,11,Hazel,95,131,115,149
2021,BLA,16,Hazel,91,123,109,149
2021,BLA,2,Beech,125,135,131,143
2021,BLA,12,Beech,123,139,133,149
2021,BLA,7,Ash,153,163,157,165
2021,BLA,3,Hazel,91,115,107,151
2021,BLA,15,Birch,95,131,121,139
2021,BLA,13,Alder,125,149,135,157
2021,BLA,4B,Birch,93,119,113,137
2021,BLA,5,Beech,131,135,135,143
2021,BLA,6,Birch,109,137,133,145
2021,CAL,8,Willow,123,145,133,147
2021,CAL,1,Birch,131,145,137,151
2021,CAL,9,Birch,99,115,125,139
2021,CAL,11,Birch,119,145,131,151
2021,CAL,7,Rowan,109,151,135,151
2021,CAL,3,Birch,113,141,133,151
2021,CAL,5B,Rowan,115,147,137,151
2021,CAL,13,Birch,109,137,125,151
2021,CAL,15,Willow,139,149,141,161
2021,CAL,17,Birch,111,139,129,151
2021,CAL,14,Birch,93,143,117,155
2021,CAL,6,Rowan,115,145,135,159
2021,CAL,6B,Alder,119,149,129,175
2021,CAL,12,Rowan,135,149,145,157
2021,CAL,4B,Birch,105,133,131,139
2021,CAL,10,Rowan,131,145,141,157
2021,CAL,2B,Birch,121,139,135,157
2021,DNM,1,Birch,119,145,133,151
2021,DNM,15,Birch,121,143,137,151
2021,DNM,16,Birch,147,155,151,157
2021,DNM,8,Willow,151,169,151,171
2021,DNM,17,Birch,121,149,137,153
2021,DNM,3,Birch,117,151,131,151
2021,DNM,4,Alder,135,153,149,175
2021,DNM,9,Birch,119,139,133,155
2021,DNM,10,Birch,113,139,137,155
2021,DNM,11,Alder,119,155,137,>175
2021,DNM,5,Birch,133,147,137,157
2021,DNM,7,Willow,139,151,149,159
2021,DNM,6,Alder,131,151,137,159
2021,DNM,12,Birch,131,145,139,151
2021,DNM,13,Rowan,131,151,143,151
2021,DNM,14,Alder,109,145,131,163
2021,DNC,2,Birch,121,145,139,151
2021,DNC,11,Birch,115,145,139,151
2021,DNC,17,Willow,145,157,149,163
2021,DNC,3B,Rowan,103,131,129,145
2021,DNC,10,Birch,127,145,137,155
2021,DNC,9,Willow,139,151,145,171
2021,DNC,4,Willow,135,151,137,>175
2021,DNC,13,Willow,119,141,129,155
2021,DNC,5B,Willow,127,145,135,167
2021,DNC,6B,Birch,115,137,135,149
2021,DNC,14,Sycamore,119,141,125,147
2021,DNC,15,Sycamore,139,145,143,155
2021,DNC,16,Alder,93,115,109,171
2021,DNC,19,Alder,91,115,111,153
2021,DNC,18,Alder,93,119,109,153
2021,DNS,1,Alder,115,145,135,155
2021,DNS,9,Rowan,93,119,131,145
2021,DNS,5,Rowan,95,137,131,151
2021,DNS,14,Sycamore,147,155,149,155
2021,DNS,15,Birch,127,139,135,149
2021,DNS,12,Willow,147,153,149,167
2021,DNS,7,Willow,127,141,133,165
2021,DNS,10,Willow,127,147,135,163
2021,DNS,3,Willow,123,149,133,171
2021,DNS,13,Willow,133,147,135,167
2021,DNS,4,Willow,131,135,133,165
2021,DNS,11,Willow,135,151,145,171
2021,DLW,1,Willow,119,139,131,147
2021,DLW,10,Willow,115,135,125,147
2021,DLW,9,Birch,111,135,133,147
2021,DLW,2,Birch,119,145,139,153
2021,DLW,11,Willow,151,157,153,169
2021,DLW,7,Birch,115,133,135,149
2021,DLW,12,Field maple,115,133,131,151
2021,DLW,3B,Beech,137,151,145,153
2021,DLW,13,Birch,115,131,135,157
2021,DLW,4,Willow,145,157,149,169
2021,DLW,5,Beech,139,147,141,149
2021,DLW,14,Willow,151,163,153,169
2021,DLW,15,Birch,117,139,135,157
2021,DLW,16,Birch,105,133,131,147
2021,DLW,8,Willow,149,155,151,167
2021,DLW,6B,Birch,113,145,135,149
2021,CRU,8,Birch,121,139,135,151
2021,CRU,7,Birch,131,149,141,153
2021,CRU,15,Alder,119,157,137,157
2021,CRU,14,Alder,119,157,137,157
2021,CRU,13,Birch,123,137,137,153
2021,CRU,1B,Birch,131,143,137,151
2021,CRU,2,Birch,131,143,141,151
2021,CRU,9,Birch,123,143,135,151
2021,CRU,3,Birch,129,139,135,151
2021,CRU,4B,Birch,119,139,135,151
2021,CRU,10,Birch,139,149,147,161
2021,CRU,11,Birch,119,145,135,151
2021,CRU,5,Birch,131,145,139,153
2021,CRU,16,Birch,119,139,135,149
2021,CRU,6,Birch,133,145,139,151
2021,CRU,12,Willow,151,161,153,171
2021,NEW,9,Birch,109,135,131,145
2021,NEW,1,Birch,131,143,139,151
2021,NEW,2,Birch,119,133,135,147
2021,NEW,10,Birch,115,133,135,151
2021,NEW,15,Birch,115,141,125,147
2021,NEW,11,Birch,133,147,133,157
2021,NEW,3B,Birch,123,147,135,157
2021,NEW,12,Alder,135,155,147,171
2021,NEW,13,Birch,107,145,135,157
2021,NEW,4B,Alder,123,151,135,157
2021,NEW,7,Alder,121,151,133,157
2021,NEW,5B,Birch,121,143,133,151
2021,NEW,14,Alder,135,151,145,171
2021,NEW,8,Birch,115,135,135,155
2021,NEW,17,Birch,115,135,125,151
2021,NEW,16,Birch,115,135,131,141
2021,HWP,14,Alder,97,137,119,161
2021,HWP,2,Hazel,111,141,117,149
2021,HWP,18,Birch,111,133,127,137
2021,HWP,3,Birch,119,137,127,143
2021,HWP,4,Birch,127,143,139,149
2021,HWP,15,Alder,97,137,117,159
2021,HWP,5,Birch,133,141,137,149
2021,HWP,6,Birch,111,137,117,143
2021,HWP,7,Oak,137,149,143,155
2021,HWP,8,Birch,117,141,123,143
2021,HWP,9,Beech,135,141,137,145
2021,HWP,10,Oak,133,149,141,155
2021,HWP,11,Oak,141,155,147,155
2021,HWP,12,Birch,117,143,135,151
2021,HWP,16,Oak,131,149,141,151
2021,HWP,17,Birch,111,135,127,149
2021,INS,1,Birch,117,137,133,145
2021,INS,7,Birch,117,147,137,159
2021,INS,8,Alder,129,147,133,161
2021,INS,16,Alder,125,147,137,161
2021,INS,2,Rowan,117,143,133,151
2021,INS,15,Birch,111,129,133,145
2021,INS,3,Birch,113,137,133,143
2021,INS,14,Birch,113,133,123,141
2021,INS,4B,Rowan,113,141,137,153
2021,INS,5,Birch,109,131,119,149
2021,INS,12,Birch,117,147,135,149
2021,INS,6,Birch,123,137,133,151
2021,INS,11,Rowan,105,135,129,147
2021,INS,17,Aspen,151,153,153,157
2021,INS,10,Birch,109,129,127,141
2021,INS,9,Rowan,105,139,131,147
2021,FSH,16,Birch,115,135,133,145
2021,FSH,15,Rowan,121,137,137,149
2021,FSH,14,Hazel,93,125,115,153
2021,FSH,19,Birch,129,143,129,151
2021,FSH,2B,Aspen,151,155,153,157
2021,FSH,8,Birch,133,147,141,153
2021,FSH,7,Birch,117,135,127,141
2021,FSH,3,Birch,125,135,131,141
2021,FSH,11,Birch,119,139,119,141
2021,FSH,4B,Birch,131,141,137,151
2021,FSH,12,Ash,137,151,149,155
2021,FSH,5B,Hazel,91,103,105,147
2021,FSH,18,Birch,113,137,119,147
2021,FSH,17,Birch,117,131,131,149
2021,FSH,6,Birch,107,129,131,139
2021,FSH,10,Rowan,117,147,131,151
2021,RTH,9,Ash,151,155,153,159
2021,RTH,17,Oak,133,151,147,153
2021,RTH,1,Oak,135,145,141,151
2021,RTH,2,Birch,117,137,131,149
2021,RTH,7,Oak,141,151,143,153
2021,RTH,11,Oak,137,151,149,157
2021,RTH,3,Oak,141,151,147,157
2021,RTH,12,Oak,143,153,147,157
2021,RTH,13,Oak,149,153,151,157
2021,RTH,4,Oak,139,153,147,155
2021,RTH,14,Oak,137,153,145,153
2021,RTH,5,Oak,149,153,151,155
2021,RTH,8,Birch,111,117,115,137
2021,RTH,6,Oak,137,149,147,155
2021,RTH,16,Oak,147,153,151,155
2021,RTH,15,Birch,109,129,115,139
2021,AVI,13,Birch,115,131,125,143
2021,AVI,14,Birch,91,111,117,135
2021,AVI,15,Birch,97,115,117,139
2021,AVI,9,Birch,113,137,125,153
2021,AVI,17,Birch,117,139,133,145
2021,AVI,2,Birch,123,137,137,149
2021,AVI,7,Birch,131,141,133,149
2021,AVI,10,Birch,135,147,137,151
2021,AVI,3,Birch,137,151,141,157
2021,AVI,11,Birch,139,149,143,153
2021,AVI,18,Birch,117,137,125,
2021,AVI,4,Birch,113,135,117,141
2021,AVI,16,Birch,135,147,137,151
2021,AVI,19,Birch,115,137,125,149
2021,AVI,12,Birch,121,133,129,141
2021,AVN,15,Oak,141,151,141,153
2021,AVN,12,Birch,113,131,125,141
2021,AVN,3,Oak,137,151,149,155
2021,AVN,7,Birch,123,141,131,149
2021,AVN,11,Hazel,91,115,111,143
2021,AVN,2,Oak,137,149,141,153
2021,AVN,10,Oak,129,147,135,153
2021,AVN,1,Oak,135,149,147,159
2021,AVN,13,Oak,143,151,149,153
2021,AVN,4,Oak,137,149,141,153
2021,AVN,16,Rowan,107,143,133,149
2021,AVN,17,Birch,117,143,133,149
2021,AVN,14,Oak,147,153,151,159
2021,AVN,6,Oak,141,149,145,153
2021,AVN,18,Rowan,97,143,135,151
2021,AVN,19,Oak,137,149,143,153
2021,AVN,5,Aspen,151,153,151,157
2021,AVN,8,Birch,119,133,133,143
2021,AVN,9,Aspen,149,153,151,153
2021,CAR,9,Birch,117,147,131,149
2021,CAR,1,Birch,125,147,137,153
2021,CAR,10,Birch,111,137,117,141
2021,CAR,2,Birch,109,137,135,149
2021,CAR,3,Aspen,155,159,155,165
2021,CAR,14,Birch,121,137,133,153
2021,CAR,7,Aspen,155,161,159,161
2021,CAR,4,Birch,121,143,139,151
2021,CAR,8,Birch,111,135,133,145
2021,CAR,11,Birch,117,145,133,153
2021,CAR,5,Aspen,155,157,155,159
2021,CAR,6,Birch,127,145,133,149
2021,CAR,12,Birch,97,137,131,149
2021,CAR,13,Willow,137,149,139,153
2021,SLS,16,Birch,113,141,139,153
2021,SLS,15,Birch,117,143,131,151
2021,SLS,1,Birch,115,141,139,151
2021,SLS,2,Birch,117,143,139,151
2021,SLS,10,Birch,119,143,139,151
2021,SLS,18,Birch,111,129,127,149
2021,SLS,9,Birch,101,147,129,153
2021,SLS,11,Willow,149,153,151,157
2021,SLS,8,Willow,143,149,147,153
2021,SLS,4,Birch,125,141,137,149
2021,SLS,12,Birch,133,147,141,149
2021,SLS,13,Willow,147,151,149,159
2021,SLS,17,Birch,121,141,139,149
2021,SLS,14,Birch,121,143,137,151
2021,SLS,7,Birch,121,137,135,149
2021,SLS,6,Birch,133,147,137,153
2021,TOM,9,Birch,111,127,115,141
2021,TOM,1,Birch,111,135,129,143
2021,TOM,10,Birch,111,129,123,143
2021,TOM,2,Birch,117,137,133,149
2021,TOM,11,Birch,129,147,137,151
2021,TOM,3,Birch,111,141,131,149
2021,TOM,12,Birch,111,131,131,143
2021,TOM,7,Birch,107,135,119,147
2021,TOM,4,Birch,109,131,121,141
2021,TOM,5,Birch,117,137,135,149
2021,TOM,13,Birch,125,147,137,157
2021,TOM,14,Birch,117,127,119,147
2021,TOM,8,Birch,117,143,133,149
2021,TOM,6,Birch,111,127,125,149
2021,TOM,15,Birch,119,149,133,153
2021,TOM,16,Birch,109,133,129,141
2021,DAV,17,Alder,129,155,143,161
2021,DAV,16,Alder,133,167,133,>175
2021,DAV,15,Birch,119,139,135,149
2021,DAV,1,Alder,143,155,145,161
2021,DAV,19,Alder,117,159,137,161
2021,DAV,11,Alder,137,161,137,167
2021,DAV,2,Sycamore,125,153,133,155
2021,DAV,12,Ash,143,153,153,157
2021,DAV,18,Sycamore,117,143,123,145
2021,DAV,10,Alder,125,159,135,159
2021,DAV,4,Oak,135,147,141,153
2021,DAV,13,Sycamore,113,151,133,153
2021,DAV,8,Willow,141,153,149,155
2021,DAV,5,Alder,141,165,149,173
2021,DAV,14,Sycamore,95,141,111,143
2021,DAV,6,Alder,117,145,133,153
2021,DAV,21,Alder,111,,133,159
2021,ART,1,Birch,95,109,107,119
2021,ART,9,Birch,91,103,95,121
2021,ART,2,Oak,117,135,129,147
2021,ART,7,Oak,129,139,131,147
2021,ART,16,Birch,93,111,111,125
2021,ART,3,Birch,91,107,105,129
2021,ART,12,Beech,117,131,125,137
2021,ART,4,Chestnut,97,131,123,147
2021,ART,11,Chestnut,91,129,109,141
2021,ART,18,Birch,93,113,111,133
2021,ART,17,Oak,117,135,125,137
2021,ART,5,Chestnut,111,147,127,155
2021,ART,15,Oak,133,151,135,153
2021,ART,14,Beech,131,137,133,143
2021,ART,8,Oak,125,141,131,147
2021,ART,19,Birch,93,111,113,129
2021,ART,7B,Oak,117,137,129,145
2021,MUN,16,Beech,113,119,115,131
2021,MUN,9a,Beech,121,131,123,135
2021,MUN,1B,Birch,101,117,111,125
2021,MUN,10,Beech,133,137,135,145
2021,MUN,2,Beech,131,137,133,141
2021,MUN,3B,Oak,133,147,143,153
2021,MUN,11,Oak,133,141,135,153
2021,MUN,4B,Beech,125,133,127,137
2021,MUN,18,Rowan,97,125,117,137
2021,MUN,5,Ash,137,153,147,159
2021,MUN,6,Oak,117,141,131,149
2021,MUN,7,Birch,91,111,111,123
2021,MUN,17,Alder,105,141,123,149
2021,MUN,14,Oak,137,153,141,155
2021,MUN,15,Alder,111,141,125,157
2021,MUN,13,Birch,95,113,117,131
