ring,year,site,box,age,sex,wing,mass,date,time,ringer
AHD7966,2018,ALN,6,6,M,66,10.59,161,17:35,Recorder6
AHD7967,2018,ALN,6,5,F,61,10.64,161,17:35,Recorder6
AHD7968,2018,ALN,5,5,M,65,10.54,161,17:43,Recorder6
AHD7969,2018,ALN,5,6,F,62,11.29,161,17:43,Recorder6
AHD7993,2018,SER,4,5,F,62,10.2,161,13:10,Recorder2
AHD7994,2018,PTH,5,6,F,62,10.62,161,14:20,Recorder2
AHD7995,2018,STY,4,5,F,64,10.95,161,15:35,Recorder2
S921093,2018,PIT,3,6,F,63,11.05,161,14:01,Recorder3
S921097,2018,DUN,4,6,F,60,9.9,161,15:50,Recorder3
S921496,2018,PTH,5,6,M,66,10.79,161,14:20,Recorder2
S922243,2018,PIT,7,5,M,65,11.47,161,14:29,Recorder3
S922798,2018,PIT,8,6,M,64,10.15,161,14:21,Recorder3
Z081130,2018,BAD,5,6,M,67,11.86,161,9:47,Recorder2
Z081130,2018,BAD,6,6,M,67,11.86,161,9:00,Recorder2
Z632998,2018,KCK,3,6,F,62,9.74,161,10:22,Recorder3
AHD7742,2018,DNC,5,5,M,63,10.54,162,18:25,Recorder5
AHD7743,2018,DNC,5,5,F,62,11.38,162,18:25,Recorder5
AHD7970,2018,OSP,5,6,M,67,10.69,162,9:35,Recorder6
AHD7971,2018,OSP,5,5,F,62,10.17,162,9:35,Recorder6
AHD7972,2018,AVN,1,5,F,61,11.11,162,14:15,Recorder6
AHD7973,2018,AVN,2,5,M,65,11.27,162,14:25,Recorder6
AHD7974,2018,AVN,2,5,F,64,11.62,162,14:25,Recorder6
AHD7975,2018,FSH,3,5,F,64,11.52,162,15:45,Recorder6
AHD7976,2018,FSH,3,5,M,64,10.55,162,15:45,Recorder6
S921228,2018,DNM,8,6,M,65,,162,18:00,Recorder5
S921229,2018,DNM,8,6,F,65,10.63,162,17:00,Recorder5
S921352,2018,AVN,1,6,M,66,10.76,162,14:15,Recorder6
AHD7744,2018,SLS,5,6,F,62,11.39,163,12:54,Recorder5
AHD7745,2018,SLS,3,5,M,65,11.45,163,14:45,Recorder17
AHD7978,2018,PIT,5,5,M,63,11.03,163,10:50,Recorder6
AHD7979,2018,PIT,5,5,F,64,11.13,163,10:50,Recorder6
S921384,2018,SLS,5,6,M,65,10.97,163,12:54,Recorder5
S229090,2018,FOF,2,5,M,64,10.53,164,11:15,Recorder7
Z632957,2018,FOF,2,6,F,64,11.33,164,11:15,Recorder7
AHD7990,2018,PIT,2,6,F,64,12,166,13:23,Recorder3
S921312,2018,INS,6,6,F,66,10.87,166,16:00,Recorder5
S921626,2018,SLS,3,6,F,62,10.74,168,16:40,Recorder3
S921600,2018,SLS,2,6,F,62,10.09,169,15:30,Recorder6
AHD7852,2018,DOR,4,6,M,63,10.27,172,8:25,Recorder5
Z081834,2018,DOR,4,6,F,64,10.4,172,8:25,Recorder5
AHD7996,2018,DOW,2,5,F,62,9.86,177,16:06,Recorder2
AHD7997,2018,DOW,2,6,M,66,11.16,177,16:06,Recorder2
ARD6162,2019,GLF,5,5,F,63,11.63,135,12:10,Recorder3
ARD6170,2019,PTH,3,5,F,64,10.9,136,12:50,Recorder6
ARD6171,2019,PTH,3,4,M,66,10.33,136,12:50,Recorder6
ARD6250,2019,FOU,3,4,F,61,11.01,137,16:00,Recorder19
ARD6251,2019,FOU,3,4,M,65,10.83,137,16:10,Recorder19
AHD7619,2019,BLG,3,6,M,66,10.62,138,15:08,Recorder2
AHD7884,2019,BLG,2,5,F,63,11.33,138,15:30,Recorder2
ARD6005,2019,BLG,5,6,M,66,11.24,138,14:52,Recorder2
ARD6006,2019,BLG,3,5,F,62,10.97,138,15:08,Recorder2
ARD6007,2019,BLG,4,5,M,63,11.01,138,16:00,Recorder2
S921667,2019,DEL,2,5,M,66,10.73,138,10:40,Recorder8
S922054,2019,DEL,2,6,F,64,11.01,138,10:50,Recorder8
S922824,2019,BLG,5,6,F,64,11.11,138,14:52,Recorder2
ARD6015,2019,SER,1,6,F,64,11.07,139,13:46,Recorder2
ARD6264,2019,ART,2,5,F,61,11.4,139,14:40,Recorder8
ARD6316,2019,ART,1,5,M,66,10.77,139,14:20,Recorder8
S228507,2019,SER,1,6,M,64,10.4,139,13:46,Recorder2
S922127,2019,ART,2,6,M,64,10.53,139,14:40,Recorder8
ARD6508,2019,PTH,8,5,F,62,10.53,140,10:20,Recorder6
AHD7789,2019,TAI,4,5,M,65,11.22,141,19:00,Recorder6
ARD6295,2019,ART,4,5,M,66,10.43,141,16:10,Recorder6
ARD6296,2019,ART,3,5,M,65,9.65,141,16:30,Recorder6
ARD6297,2019,ART,3,5,F,63,10.54,141,16:30,Recorder6
ARD6299,2019,TAI,4,5,F,63,11.69,141,19:00,Recorder6
ARD6570,2019,SER,2,5,F,62,10.48,141,9:36,Recorder8
S922568,2019,ART,4,6,F,63,11.3,141,16:10,Recorder6
AHD7249,2019,PTH,7,6,M,64,10.56,142,10:08,Recorder3
AHD7527,2019,FOF,6,6,M,65,10.64,142,8:35,Recorder2
AHD7868,2019,STY,4,5,F,60,10.49,142,13:40,Recorder3
ARD6401,2019,FOF,7,6,F,63,10.98,142,8:15,Recorder2
ARD6402,2019,FOF,6,5,F,63,11.23,142,8:35,Recorder2
ARD6419,2019,MCH,3,6,M,63,9.48,142,10:30,Recorder2
ARD6420,2019,MCH,5,5,F,62,10,142,11:20,Recorder2
ARD6432,2019,GLF,8,6,M,66,10.57,142,12:50,Recorder2
ARD6433,2019,GLF,8,5,F,61,16.62,142,12:50,Recorder2
ARD6598,2019,PTH,7,6,F,62,10.31,142,10:12,Recorder3
ARD6599,2019,PTH,2,5,M,65,10.7,142,10:49,Recorder3
ARD6600,2019,PTH,2,5,F,62,11.48,142,10:53,Recorder3
ARD6950,2019,PTH,6,5,F,61,10.87,142,11:07,Recorder3
ARD6951,2019,BIR,2,5,F,62,11.25,142,15:00,Recorder3
ARD6952,2019,BIR,2,5,M,65,9.84,142,15:05,Recorder3
S229136,2019,FOF,7,6,M,66,11.16,142,8:15,Recorder2
S922342,2019,STY,4,6,M,66,11,142,13:35,Recorder3
S922344,2019,SER,2,6,M,66,10.49,142,12:20,Recorder2
S922821,2019,PTH,6,6,M,66,11.09,142,11:03,Recorder3
Z081282,2019,DEL,1,6,F,63,10.92,142,13:00,Recorder6
AHD7248,2019,MCH,1,6,M,67,11.2,143,19:10,Recorder2
AHD7620,2019,BLG,4,6,F,62,10.32,143,15:30,Recorder2
AHD7787,2019,TAI,6,5,M,65,11.5,143,20:00,Recorder6
AHD7860,2019,SER,6,6,F,62,10.67,143,12:30,Recorder2
AHD7988,2019,EDI,8,6,M,63,9.9,143,8:20,Recorder2
AHD7989,2019,EDI,5,6,F,65,10.56,143,7:20,Recorder2
ARD6300,2019,ART,6,5,M,65,9.74,143,12:30,Recorder6
ARD6482,2019,PTH,1,5,F,62,10.29,143,17:40,Recorder2
ARD6483,2019,MCH,3,5,F,58,10.31,143,19:00,Recorder2
ARD6601,2019,PTH,4,6,M,64,10.66,143,18:12,Recorder3
ARD6998,2019,PTH,5,5,M,64,11.01,143,17:40,Recorder3
ARD6999,2019,PTH,5,5,F,62,10.99,143,17:44,Recorder3
ARD7000,2019,PTH,4,5,F,62,11.16,143,18:08,Recorder3
ARD7956,2019,ART,8,6,M,66,9.92,143,12:50,Recorder6
ARD7957,2019,ART,8,5,F,64,10.55,143,12:50,Recorder6
S228092,2019,SER,5,6,F,63,11.14,143,12:15,Recorder2
S229266,2019,PTH,1,6,M,65,11.11,143,17:40,Recorder2
S921329,2019,ALN,2,6,F,62,10.88,143,17:50,Recorder6
S921653,2019,ALN,2,6,M,66,10.25,143,17:20,Recorder6
S922342,2019,STY,2,6,M,66,10.86,143,15:00,Recorder3
S922570,2019,TAI,6,6,F,65,11.44,143,20:00,Recorder6
S922887,2019,STY,2,6,F,63,10.33,143,15:04,Recorder3
Z632270,2019,DEL,1,6,M,67,11.71,143,18:30,Recorder6
Z632397,2019,SER,6,6,M,64,10.92,143,12:30,Recorder2
Z632622,2019,SER,5,6,M,67,11.09,143,12:15,Recorder2
Z632627,2019,EDI,5,6,M,64,10.26,143,7:20,Recorder2
AHD7135,2019,MUN,2,6,M,67,9.99,144,14:45,Recorder6
AHD7853,2019,FOF,1,5,F,63,10.84,144,8:40,Recorder3
ARD6599,2019,PTH,8,5,M,,,144,11:30,Recorder3
ARD6602,2019,FOF,2,5,M,65,10.94,144,8:10,Recorder3
ARD6603,2019,FOF,2,5,F,62,10.4,144,8:10,Recorder3
ARD6604,2019,FOF,3,5,F,64,10.64,144,8:20,Recorder3
ARD6605,2019,FOF,3,5,M,64,10.54,144,8:20,Recorder3
ARD6606,2019,FOF,4,5,F,61,11.54,144,9:00,Recorder3
ARD6607,2019,BLG,1,5,F,61,10.87,144,12:54,Recorder3
ARD6608,2019,BLG,8,5,F,62,10.08,144,13:34,Recorder3
ARD7113,2019,TAI,3,6,M,66,10.22,144,10:50,Recorder6
ARD7114,2019,DEL,5,5,M,65,10.64,144,12:05,Recorder6
ARD7115,2019,DEL,5,5,F,64,11,144,12:05,Recorder6
ARD7116,2019,DEL,4,6,F,64,9.73,144,13:10,Recorder6
ARD7147,2019,HWP,1,5,M,65,11.37,144,19:20,Recorder6
ARD7148,2019,HWP,1,6,F,64,11.08,144,19:20,Recorder6
ARD7992,2019,OSP,3,6,F,64,9.96,144,7:50,Recorder6
ARD7993,2019,OSP,3,5,M,66,10.17,144,7:50,Recorder6
S228021,2019,DEL,7,6,M,65,11.03,144,13:00,Recorder6
S229053,2019,FOF,1,6,M,64,10.85,144,8:40,Recorder3
S921362,2019,MUN,2,6,F,63,10.09,144,14:45,Recorder6
S921423,2019,BLG,1,5,M,65,10.77,144,12:50,Recorder3
S921846,2019,BLG,7,5,M,66,10.54,144,14:05,Recorder3
S922379,2019,BLG,8,6,M,64,11.13,144,13:30,Recorder3
S922569,2019,TAI,1,6,F,63,10.8,144,11:15,Recorder6
S922587,2019,DEL,7,6,F,63,10.76,144,13:00,Recorder6
Z632386,2019,FOF,4,6,M,65,11.3,144,9:00,Recorder3
AHD7017,2019,OSP,6,6,F,63,11.03,145,20:15,Recorder6
AHD7030,2019,DEL,4,6,M,67,10.54,145,17:25,Recorder6
AHD7577,2019,BAD,4,6,F,63,11.4,145,9:00,Recorder2
AHD7793,2019,FOU,2,5,M,67,11.53,145,16:05,Recorder6
AHD7821,2019,DAV,7,6,M,68,10.68,145,12:05,Recorder19
ARD6484,2019,RSY,2,6,F,64,11.96,145,7:35,Recorder2
ARD6485,2019,RSY,2,5,M,65,11.17,145,7:35,Recorder2
ARD6724,2019,EDI,7,5,M,62,10.23,145,8:40,Recorder2
ARD6725,2019,EDI,7,6,F,62,10.19,145,9:13,Recorder2
ARD7166,2019,FOU,2,5,F,61,11.07,145,16:05,Recorder6
ARD7209,2019,OSP,6,5,M,65,10.59,145,20:15,Recorder6
ARD7226,2019,MUN,3,5,F,61,10.65,145,15:15,Recorder19
S921194,2019,CAL,5,6,M,67,10.49,145,8:54,Recorder8
S921489,2019,CAL,5,6,F,62,9.82,145,8:54,Recorder8
S921491,2019,GLF,1,6,F,63,11.4,145,10:20,Recorder2
S921493,2019,SER,7,6,F,60,10.09,145,16:28,Recorder8
S921808,2019,STY,1,5,M,64,11.2,145,14:45,Recorder8
S922411,2019,DOW,3,6,F,61,12,145,17:50,Recorder8
S922416,2019,DOW,3,6,M,64,11.13,145,17:50,Recorder8
S922813,2019,EDI,8,6,F,62,10.68,145,7:45,Recorder2
Z081130,2019,BAD,5,6,M,66,11.24,145,10:55,Recorder2
Z632966,2019,GLF,1,6,M,66,11.73,145,10:20,Recorder2
AHD7095,2019,SPD,1,6,M,67,10.95,146,10:00,Recorder6
AHD7299,2019,BLG,7,6,F,63,11.16,146,14:47,Recorder3
ARD6609,2019,FOF,8,5,F,61,10.87,146,9:37,Recorder3
ARD6610,2019,FOF,8,5,M,65,10.55,146,9:40,Recorder3
ARD6611,2019,FOF,5,5,F,63,11.58,146,9:50,Recorder3
ARD6612,2019,FOF,5,5,M,64,10.68,146,9:53,Recorder3
ARD6614,2019,NEW,2,5,F,61,10.48,146,18:39,Recorder3
ARD6615,2019,NEW,2,5,M,62,10.14,146,18:42,Recorder3
ARD6769,2019,RSY,4,6,F,62,11,146,15:30,Recorder2
ARD6770,2019,RSY,4,5,M,66,11.22,146,15:30,Recorder2
ARD6771,2019,EDI,6,5,F,62,10.78,146,16:35,Recorder2
S229241,2019,EDI,4,6,M,63,10.26,146,16:20,Recorder2
S229242,2019,EDI,4,6,F,61,11.46,146,16:20,Recorder2
S922814,2019,EDI,6,6,M,63,10.24,146,16:35,Recorder2
S922957,2019,FSH,3,6,F,64,11.35,146,18:50,Recorder19
Z632446,2019,EDI,2,6,F,62,11.77,146,16:00,Recorder2
Z632447,2019,EDI,2,6,M,65,10.13,146,16:00,Recorder2
Z632860,2019,MUN,3,6,M,67,10.51,146,14:40,Recorder6
Z632900,2019,FSH,3,6,M,66,11.49,146,18:50,Recorder19
AHD7056,2019,STY,6,6,F,63,12.08,147,13:45,Recorder6
AHD7068,2019,DOW,8,6,M,67,10.35,147,10:32,Recorder2
AHD7069,2019,DOW,8,6,F,63,10.1,147,10:32,Recorder2
AHD7601,2019,MCH,6,6,M,65,10.91,147,15:00,Recorder2
AHD7602,2019,MCH,6,6,F,64,10.98,147,15:00,Recorder2
AHD7775,2019,DAV,6,5,M,62,9.99,147,12:16,Recorder19
AHD7791,2019,ALN,6,5,F,63,10.71,147,16:31,Recorder19
ARD6616,2019,KCK,8,5,M,65,10.43,147,9:11,Recorder3
ARD6617,2019,KCK,8,6,F,62,10.81,147,9:14,Recorder3
ARD6618,2019,PIT,8,5,F,60,10.98,147,10:28,Recorder3
ARD6783,2019,SER,8,5,F,59,10.77,147,13:30,Recorder2
ARD7232,2019,DAV,6,5,F,63,10.76,147,12:16,Recorder19
ARD7233,2019,FOU,8,5,M,65,10.78,147,14:20,Recorder8
ARD7234,2019,FOU,8,5,F,59,10.66,147,14:20,Recorder8
ARD7235,2019,ALN,3,6,M,68,11.38,147,16:30,Recorder8
ARD7310,2019,AVN,5,6,M,66,10.8,147,9:33,Recorder19
ARD7801,2019,PIT,5,5,F,61,11.38,147,10:40,Recorder6
ARD7802,2019,PIT,5,5,M,66,10.47,147,10:43,Recorder6
S228351,2019,STY,6,6,M,65,10.16,147,13:48,Recorder6
S921574,2019,ALN,3,6,F,62,10.71,147,16:30,Recorder8
S921779,2019,SER,8,5,M,66,10.73,147,13:30,Recorder2
S922243,2019,PIT,8,6,M,65,11.54,147,10:31,Recorder3
S922419,2019,DOW,7,6,M,64,9.95,147,10:26,Recorder2
S922422,2019,DOW,7,6,F,65,11.5,147,11:12,Recorder2
S922848,2019,BAD,4,6,M,69,10.96,147,8:43,Recorder2
Z632390,2019,MCH,1,6,F,62,10.26,147,15:40,Recorder2
Z632902,2019,AVN,5,6,F,66,11.12,147,9:33,Recorder19
AHD7657,2019,BLA,5,6,F,62,9.96,148,15:01,Recorder3
AHD7798,2019,MUN,6,5,M,63,9.43,148,12:00,Recorder8
ARD6619,2019,RSY,8,5,F,61,10.56,148,8:12,Recorder3
ARD6620,2019,RSY,3,5,F,62,11.15,148,8:35,Recorder3
ARD6628,2019,BIR,7,5,F,60,10.85,148,12:42,Recorder3
ARD7236,2019,OSP,1,5,F,63,9.93,148,7:25,Recorder8
ARD7237,2019,OSP,1,5,M,66,9.94,148,7:25,Recorder8
ARD7238,2019,SPD,6,5,M,65,11.12,148,8:28,Recorder8
ARD7239,2019,SPD,6,6,F,61,11.17,148,8:28,Recorder8
ARD7240,2019,SPD,8,5,F,61,10.48,148,9:10,Recorder8
ARD7241,2019,SPD,8,6,M,64,10.73,148,9:10,Recorder8
ARD7256,2019,FSH,5,5,F,62,10.12,148,16:15,Recorder8
ARD7321,2019,DOR,6,5,F,60,11.01,148,6:55,Recorder19
ARD7322,2019,SPD,1,4,F,60,10.28,148,9:10,Recorder19
ARD7323,2019,DEL,6,6,M,62,10.3,148,10:25,Recorder19
ARD7324,2019,DEL,6,5,F,61,10.36,148,10:25,Recorder19
ARD7355,2019,INS,1,5,M,64,10.39,148,17:09,Recorder19
ARD7356,2019,INS,1,5,F,61,10.45,148,17:09,Recorder19
S921876,2019,MUN,6,6,F,62,9.5,148,12:00,Recorder8
S921926,2019,RSY,8,6,M,65,9.83,148,8:15,Recorder3
S922908,2019,BIR,7,6,M,69,10.33,148,12:45,Recorder3
AHD7253,2019,CAL,4,6,M,66,11.15,149,9:04,Recorder19
AHD7788,2019,TAI,5,5,M,64,10.5,149,15:54,Recorder3
AHD7831,2019,PIT,3,6,M,64,11.72,149,12:15,Recorder8
ARD6655,2019,ART,5,5,M,63,10.4,149,12:13,Recorder3
ARD6656,2019,ART,5,6,F,64,10.22,149,12:16,Recorder3
ARD6657,2019,FOU,5,5,F,62,11.3,149,13:26,Recorder3
ARD6658,2019,FOU,5,5,M,62,9.9,149,13:29,Recorder3
ARD6785,2019,BAD,5,6,F,62,10.35,149,9:18,Recorder2
ARD6786,2019,SER,7,5,M,65,11.2,149,12:40,Recorder2
ARD6787,2019,STY,1,5,F,61,10.68,149,13:30,Recorder2
ARD7292,2019,PIT,4,5,M,67,11.58,149,12:15,Recorder8
ARD7823,2019,CAL,4,6,F,61,10.3,149,9:04,Recorder19
ARD7842,2019,PIT,2,5,F,61,11.23,149,12:15,Recorder19
ARD7843,2019,PIT,3,6,F,62,12.43,149,12:15,Recorder19
S228402,2019,ALN,6,6,M,65,10,149,14:30,Recorder3
S921093,2019,PIT,4,4,F,62,11.32,149,12:15,Recorder8
S921100,2019,PIT,2,6,M,63,10.91,149,12:15,Recorder19
S921618,2019,TAI,5,6,F,61,11.25,149,15:51,Recorder3
S922355,2019,EDI,3,6,M,64,10.21,149,7:35,Recorder2
S922356,2019,EDI,3,6,F,63,10.36,149,7:35,Recorder2
S922413,2019,DOW,4,6,M,63,10.68,149,10:00,Recorder2
S922795,2019,KCK,4,4,F,64,9.99,149,10:00,Recorder8
Z632368,2019,STY,5,6,F,61,9.87,149,14:30,Recorder2
AHD7018,2019,OSP,5,6,M,63,11.18,150,8:39,Recorder3
AHD7311,2019,DOR,1,6,F,64,11.11,150,6:18,Recorder3
AHD7342,2019,DOR,2,6,F,64,10.65,150,6:27,Recorder3
AHD7771,2019,CAR,5,5,F,60,10.82,150,13:12,Recorder3
AHD7782,2019,OSP,7,5,M,62,10.97,150,9:00,Recorder3
AHD7784,2019,OSP,5,6,F,63,11.41,150,8:37,Recorder3
AHD7822,2019,SPD,4,6,M,67,10.41,150,8:03,Recorder3
ARD6659,2019,DOR,1,5,M,64,10.54,150,6:17,Recorder3
ARD6660,2019,DOR,2,5,M,65,10.28,150,6:25,Recorder3
ARD6661,2019,SPD,4,6,F,61,9.72,150,8:06,Recorder3
ARD6662,2019,OSP,7,6,F,63,10.79,150,8:57,Recorder3
ARD6663,2019,MUN,1,5,F,66,10.67,150,11:03,Recorder3
ARD6666,2019,CAR,5,5,M,66,10.78,150,13:12,Recorder3
S921514,2019,MUN,1,6,M,66,10.76,150,11:00,Recorder3
Z632384,2019,LVN,1,6,M,68,11.02,150,10:00,Recorder6
Z632398,2019,LVN,1,6,F,64,11.32,150,10:00,Recorder6
AHD7439,2019,PIT,6,5,M,65,11.5,151,8:35,Recorder3
AHD7578,2019,GLF,4,6,F,63,10.91,151,12:01,Recorder3
AHD7830,2019,KCK,1,6,M,65,11.29,151,7:08,Recorder3
AHD7887,2019,DUN,2,5,M,66,10.96,151,9:40,Recorder2
AHD7895,2019,DLW,4,5,M,64,10.7,151,7:00,Recorder6
AHD7925,2019,PIT,6,6,F,61,10.77,151,8:38,Recorder3
ARD6689,2019,AVI,5,5,M,65,9.67,151,9:05,Recorder6
ARD7293,2019,KCK,1,6,F,63,,151,7:11,Recorder3
ARD7649,2019,DUN,2,5,F,62,10.67,151,9:40,Recorder2
ARD7650,2019,GLF,7,6,M,66,11.34,151,11:55,Recorder2
ARD7651,2019,GLF,7,5,F,64,10.49,151,11:55,Recorder2
S921215,2019,BLA,2,6,F,62,10.4,151,6:35,Recorder3
S921216,2019,BLA,2,6,M,65,10.58,151,6:32,Recorder3
S921488,2019,AVI,4,6,M,65,10.04,151,9:00,Recorder6
S921628,2019,DLW,4,6,F,63,9.33,151,7:00,Recorder6
S921731,2019,AVI,4,6,F,64,10.75,151,9:00,Recorder6
Z632324,2019,AVI,5,6,F,63,9.86,151,9:05,Recorder6
AHD7410,2019,NEW,1,5,M,65,11.86,152,19:30,Recorder6
AHD7874,2019,DNM,2,5,F,62,11.18,152,18:22,Recorder19
AHD7962,2019,DNM,2,6,M,66,11.51,152,18:22,Recorder19
ARD7001,2019,LVN,5,5,M,64,10.6,152,10:23,Recorder19
ARD7731,2019,ALN,4,5,F,63,10.29,152,9:35,Recorder6
ARD7732,2019,ALN,4,5,M,63,10.17,152,9:35,Recorder6
ARD7733,2019,DAV,8,5,F,60,9.39,152,11:55,Recorder6
ARD7734,2019,CAR,1,5,M,66,10.62,152,12:50,Recorder6
ARD7735,2019,CAR,1,5,F,63,10.48,152,12:50,Recorder6
ARD7736,2019,AVN,1,5,F,61,9.82,152,13:50,Recorder6
ARD7737,2019,AVN,6,5,F,62,9.81,152,14:25,Recorder6
ARD7743,2019,RTH,3,5,M,66,11.52,152,15:35,Recorder6
ARD7744,2019,RTH,3,5,F,61,10.42,152,15:35,Recorder6
ARD7755,2019,FSH,1,6,M,68,10.56,152,16:50,Recorder6
ARD7756,2019,FSH,1,6,F,64,11.5,152,16:50,Recorder6
ARD7764,2019,INS,4,5,M,67,10.57,152,18:20,Recorder6
ARD7765,2019,INS,4,5,F,61,10.36,152,18:20,Recorder6
ARD7766,2019,NEW,7,6,F,63,10.28,152,19:40,Recorder6
ARD7767,2019,NEW,7,6,M,67,11.05,152,19:40,Recorder6
ARD7769,2019,NEW,6,5,M,65,10.92,152,20:25,Recorder6
ARD7770,2019,NEW,6,5,F,64,9.96,152,20:25,Recorder6
S248978,2019,LVN,5,6,F,64,11.17,152,10:23,Recorder19
S921352,2019,AVN,1,6,M,66,11.32,152,13:50,Recorder6
S921610,2019,NEW,4,6,F,63,10.47,152,20:40,Recorder6
S922700,2019,NEW,1,6,F,62,10.63,152,19:30,Recorder6
Z632894,2019,AVN,6,6,M,67,10:48,152,14:25,Recorder6
AHD7764,2019,AVI,8,5,M,64,11.17,153,11:30,Recorder8
AHD7833,2019,PIT,7,6,F,63,10.56,153,11:50,Recorder6
S921626,2019,SLS,5,6,F,63,10.7,153,13:20,Recorder8
AHD7384,2019,KCZ,7,6,F,63,11.19,154,17:10,Recorder19
AHD7826,2019,INS,7,6,M,66,10.53,154,17:40,Recorder8
AHD7827,2019,KCZ,6,6,M,65,10.88,154,17:40,Recorder6
AHD7921,2019,BIR,1,6,M,65,10.57,154,15:20,Recorder19
ARD7026,2019,LVN,3,5,M,60,10.93,154,10:50,Recorder19
ARD7027,2019,LVN,3,5,F,63,10.67,154,10:50,Recorder19
ARD7028,2019,KCZ,7,5,M,63,11.69,154,17:10,Recorder19
ARD7300,2019,MCH,2,5,F,64,10.75,154,12:50,Recorder6
ARD7781,2019,CAR,4,5,F,59,11.11,154,12:56,Recorder8
ARD7782,2019,CAR,4,5,M,65,10.29,154,12:56,Recorder8
ARD7783,2019,AVN,3,5,M,64,10.56,154,14:10,Recorder8
ARD7784,2019,AVN,3,4,F,62,11.63,154,14:10,Recorder8
ARD7793,2019,FSH,2,5,M,64,10.06,154,16:25,Recorder8
ARD7794,2019,FSH,2,5,F,62,11.32,154,16:25,Recorder8
ARD7795,2019,INS,7,6,F,63,11.29,154,17:40,Recorder8
ARD7896,2019,LVN,7,5,F,63,11.15,154,10:45,Recorder6
ARD7897,2019,LVN,7,5,M,65,9.83,154,10:45,Recorder6
S921212,2019,BIR,1,6,F,64,11.26,154,15:20,Recorder19
S921378,2019,NEW,4,6,M,66,10.93,154,18:25,Recorder8
S922748,2019,LVN,8,6,M,69,10.74,154,11:10,Recorder6
Z163897,2019,LVN,8,6,F,64,10.86,154,11:10,Recorder6
AHD7085,2019,AVI,1,6,F,63,10.21,155,10:05,Recorder6
AHD7086,2019,AVI,1,6,M,68,10.59,155,10:05,Recorder6
AHD7422,2019,KCZ,4,5,F,63,,155,11:15,Recorder8
AHD7776,2019,DAV,2,5,F,61,11.48,155,15:00,Recorder6
ARD7039,2019,KCZ,5,5,F,60,10.04,155,11:05,Recorder8
ARD7040,2019,KCK,6,5,F,62,10.56,155,12:25,Recorder8
ARD7041,2019,KCK,6,5,M,65,11.38,155,12:25,Recorder8
ARD7365,2019,TOM,1,5,M,64,11.33,155,13:48,Recorder19
ARD7898,2019,CAL,6,5,M,61,9.27,155,8:38,Recorder8
ARD7899,2019,CAL,6,5,F,60,9.78,155,8:38,Recorder8
ARD7900,2019,KCZ,3,5,F,63,10,155,10:55,Recorder8
S921581,2019,TOM,1,6,F,61,9.92,155,13:48,Recorder19
AHD7576,2019,DOW,4,6,F,63,,156,11:40,Recorder2
AHD7857,2019,DOW,5,6,M,66,10.42,156,8:57,Recorder2
AHD7876,2019,DNM,6,6,M,65,11.48,156,15:45,Recorder8
ARD7053,2019,BLG,6,5,F,61,10.77,156,12:00,Recorder8
ARD7054,2019,DNM,6,6,F,62,11.28,156,15:45,Recorder8
ARD7055,2019,DNC,9,5,M,63,10.9,156,16:34,Recorder8
ARD7056,2019,DNC,9,5,F,63,11.57,156,16:34,Recorder8
ARD7668,2019,DOW,5,5,F,62,10.11,156,8:57,Recorder2
ARD7669,2019,LVN,4,5,F,61,10.52,156,10:40,Recorder2
S921228,2019,DNM,5,6,M,64,11.29,156,15:20,Recorder8
Z164020,2019,LVN,4,6,M,66,10.55,156,10:40,Recorder2
Z632867,2019,GLF,3,6,M,65,10.5,156,9:50,Recorder2
Z632868,2019,GLF,3,6,F,64,10.85,156,9:50,Recorder2
AHD7999,2019,BAD,1,6,F,62,10.61,157,17:55,Recorder6
S922243,2019,PIT,7,6,M,66,11.74,157,12:35,Recorder6
S922884,2019,BAD,1,6,M,68,11.06,157,17:55,Recorder6
AHD7422,2019,KCZ,4,5,F,64,10.5,158,16:00,Recorder3
AHD7759,2019,FSH,4,4,M,63,10.3,158,17:30,Recorder8
AHD7828,2019,KCZ,6,6,F,62,10.84,158,15:32,Recorder3
ARD7079,2019,RSY,7,5,F,60,10.02,158,8:29,Recorder3
ARD7081,2019,DNC,2,5,M,64,11.14,158,18:35,Recorder3
ARD7082,2019,DNC,2,5,F,61,10.76,158,18:38,Recorder3
ARD7380,2019,RTH,4,5,F,61,,158,16:42,Recorder19
ARD7381,2019,RTH,6,5,F,60,10.05,158,16:45,Recorder8
ARD7382,2019,FSH,4,5,F,61,,158,17:30,Recorder8
ARD7799,2019,SLS,6,5,F,61,10.81,158,13:45,Recorder19
S921577,2019,FSH,6,6,M,64,10.65,158,17:53,Recorder19
S921578,2019,FSH,6,6,F,61,11.65,158,17:53,Recorder19
AHD7767,2019,AVI,6,6,F,61,10.09,159,11:09,Recorder3
AHD7821,2019,DAV,8,6,M,66,11.34,159,14:44,Recorder3
AHD7897,2019,CRU,1,5,M,62,10.51,159,9:36,Recorder3
ARD7390,2019,CRU,1,6,F,62,11.62,159,9:33,Recorder3
ARD7391,2019,AVI,6,5,M,65,10.52,159,11:06,Recorder3
S921316,2019,AVI,8,6,F,61,10.63,159,10:45,Recorder3
ARD7676,2019,CAL,1,5,F,62,9.73,160,16:54,Recorder2
ARD7392,2019,AVN,4,5,F,62,11.05,161,10:53,Recorder3
ARD7678,2019,KCK,7,5,F,62,9.84,161,10:32,Recorder2
